iter,extension_type,near_idx,sample_x,sample_y,sample_theta,near_x,near_y,near_theta,mid_x,mid_y,mid_theta,new_x,new_y,new_theta,accepted,status
0,random_sample,0,1.082997,0.474037,1.556608,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
1,random_sample,0,0.030705,1.507854,0.251288,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
2,random_sample,0,0.418070,0.420835,-2.097399,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
3,lateral_motion,0,nan,nan,nan,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.283477,-0.188308,1.443274,1,accepted
4,random_sample,0,0.662705,0.193625,0.828346,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.807139,0.198488,1.443274,0,translation_collision
5,random_sample,0,1.221379,1.264900,-0.845068,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
6,random_sample,1,-0.335690,0.289270,2.985638,0.283477,-0.188308,1.443274,0.283477,-0.188308,2.484584,-0.112435,0.117068,2.484584,1,accepted
7,random_sample,0,0.997101,-0.337433,-1.054591,0.749877,-0.248109,1.443274,0.749877,-0.248109,0.396076,0.992392,-0.146695,0.396076,1,accepted
8,random_sample,1,0.409284,-0.300254,1.631771,0.283477,-0.188308,1.443274,0.283477,-0.188308,0.396076,0.283477,-0.188308,0.396076,0,duplicate_candidate
9,random_sample,2,1.266080,0.249245,2.979134,0.283477,-0.188308,2.484584,0.283477,-0.188308,1.437386,0.349984,0.307249,1.437386,1,accepted
10,lateral_motion,2,nan,nan,nan,0.283477,-0.188308,2.484584,0.283477,-0.188308,2.484584,0.109362,-0.414043,2.484584,0,lateral_segment_collision
11,lateral_motion,1,nan,nan,nan,0.283477,-0.188308,1.443274,0.283477,-0.188308,1.443274,-0.104714,-0.138535,1.443274,1,accepted
12,random_sample,7,1.185851,1.637128,1.633887,0.349984,0.307249,1.437386,0.349984,0.307249,1.437386,0.416491,0.802806,1.437386,0,translation_collision
13,random_sample,2,0.621623,-0.186139,-2.192025,0.283477,-0.188308,2.484584,0.283477,-0.188308,1.437386,0.328456,0.146840,1.437386,1,accepted
14,lateral_motion,4,nan,nan,nan,0.749877,-0.248109,0.396076,0.749877,-0.248109,0.396076,0.858510,-0.507887,0.396076,0,lateral_segment_collision
15,random_sample,8,-0.117331,0.265285,1.444202,-0.104714,-0.138535,1.443274,-0.104714,-0.138535,1.443274,-0.053332,0.262202,1.443274,0,translation_collision
16,random_sample,6,0.272025,0.723891,-0.842133,0.283477,-0.188308,0.396076,0.283477,-0.188308,1.443274,0.347065,0.307632,1.443274,1,accepted
17,random_sample,5,1.078509,0.350286,0.698231,0.992392,-0.146695,0.396076,0.992392,-0.146695,1.399220,1.077760,0.345964,1.399220,0,translation_collision
18,random_sample,2,0.460894,-0.213232,2.990016,0.283477,-0.188308,2.484584,0.283477,-0.188308,1.437386,0.283477,-0.188308,1.437386,0,duplicate_candidate
19,random_sample,2,0.860366,-0.002770,-2.486814,0.283477,-0.188308,2.484584,0.283477,-0.188308,1.437386,0.349984,0.307249,1.437386,0,duplicate_candidate
20,lateral_motion,4,nan,nan,nan,0.749877,-0.248109,0.396076,0.749877,-0.248109,0.396076,0.570069,0.181872,0.396076,0,lateral_segment_collision
21,random_sample,5,1.479594,0.444629,-1.523539,0.992392,-0.146695,0.396076,0.992392,-0.146695,0.396076,1.453683,0.046206,0.396076,0,translation_collision
22,random_sample,6,0.508318,0.078697,0.759335,0.283477,-0.188308,0.396076,0.283477,-0.188308,0.396076,0.605516,-0.053639,0.396076,1,accepted
