iter,extension_type,near_idx,sample_x,sample_y,sample_theta,near_x,near_y,near_theta,mid_x,mid_y,mid_theta,new_x,new_y,new_theta,accepted,status
0,random_sample,0,1.036776,1.610829,2.899687,0.958697,-0.289525,1.286021,0.958697,-0.289525,1.286021,1.099168,0.190337,1.286021,0,translation_collision
1,random_sample,0,1.058701,1.342575,-2.234871,0.958697,-0.289525,1.286021,0.958697,-0.289525,1.286021,1.099168,0.190337,1.286021,0,translation_collision
2,random_sample,0,1.293761,-0.467985,-1.136801,0.958697,-0.289525,1.286021,0.958697,-0.289525,0.238823,1.327548,-0.199721,0.238823,0,translation_collision
3,random_sample,0,-0.104838,1.980913,-1.690197,0.958697,-0.289525,1.286021,0.958697,-0.289525,1.286021,1.099168,0.190337,1.286021,0,translation_collision
4,random_sample,0,0.712050,1.887744,-1.454726,0.958697,-0.289525,1.286021,0.958697,-0.289525,1.286021,1.099168,0.190337,1.286021,0,translation_collision
5,random_sample,0,0.498013,1.058612,-0.574563,0.958697,-0.289525,1.286021,0.958697,-0.289525,1.286021,1.099168,0.190337,1.286021,0,translation_collision
6,random_sample,0,0.729904,0.976248,2.112856,0.958697,-0.289525,1.286021,0.958697,-0.289525,1.286021,1.099168,0.190337,1.286021,0,translation_collision
7,random_sample,0,-0.332253,1.124903,-0.352158,0.958697,-0.289525,1.286021,0.958697,-0.289525,2.310584,0.621631,0.079780,2.310584,1,accepted
8,random_sample,2,0.488586,0.513629,1.618740,0.621631,0.079780,2.310584,0.621631,0.079780,2.310584,0.315717,0.414956,2.310584,0,translation_collision
9,random_sample,0,-0.215037,1.754849,-0.123076,0.958697,-0.289525,1.286021,0.958697,-0.289525,2.091976,0.709746,0.144091,2.091976,1,accepted
10,random_sample,2,1.329492,1.498711,2.644190,0.621631,0.079780,2.310584,0.621631,0.079780,1.263387,0.772927,0.556341,1.263387,1,accepted
11,random_sample,0,1.083700,-0.120419,-1.159585,0.958697,-0.289525,1.286021,0.958697,-0.289525,1.286021,0.958697,-0.289525,1.286021,0,zero_motion
12,random_sample,6,-0.286139,0.959799,-0.842053,0.772927,0.556341,1.263387,0.772927,0.556341,2.310584,0.435861,0.925646,2.310584,0,translation_collision
13,random_sample,6,-0.085271,1.436346,-1.090173,0.772927,0.556341,1.263387,0.772927,0.556341,2.310584,0.435861,0.925646,2.310584,0,translation_collision
14,random_sample,2,0.230075,-0.093088,-1.984133,0.621631,0.079780,2.310584,0.621631,0.079780,-2.925403,0.203577,-0.012033,-2.925403,1,accepted
15,random_sample,7,1.125452,1.070419,-1.249266,0.621631,0.079780,-2.925403,0.621631,0.079780,2.310584,0.284566,0.449086,2.310584,0,translation_collision
16,lateral_motion,1,nan,nan,nan,0.958697,-0.289525,2.310584,0.958697,-0.289525,2.310584,1.154208,-0.111082,2.310584,1,accepted
17,lateral_motion,7,nan,nan,nan,0.621631,0.079780,-2.925403,0.621631,0.079780,-2.925403,0.564729,0.338874,-2.925403,1,accepted
