[[1.023482, 0.007372, 1.023509], [0.752367, 1.232664, 1.444132]]
[[0.518126, -0.882675, 1.023509], [1.443702, -0.035236, 1.444132]]
[[0.018126, -0.882676, 0.882862], [0.943703, -0.035236, 0.944360]]
[[-0.755357, -0.457035, 0.882862], [0.441335, -0.834889, 0.944360]]
[[-0.755357, -0.184209, 0.777494], [0.441335, -0.562063, 0.714627]]
[[-0.537209, 0.562054, 0.777494], [-0.266093, -0.663239, 0.714627]]
[[0.218148, 0.746263, 0.777494], [-0.707429, -0.101176, 0.714627]]
[[0.755357, 0.184210, 0.777494], [-0.441335, 0.562063, 0.714627]]
[[0.537209, -0.562054, 0.777494], [0.266093, 0.663239, 0.714627]]
[[0.037209, -0.562054, 0.563284], [-0.233906, 0.663239, 0.703277]]
[[-0.462791, -0.562054, 0.728066], [-0.733907, 0.663239, 0.989194]]
