1.824639, 0.612325, 1.924642
1.521373, -1.178844, 1.924642
1.022677, -1.178844, 1.560622
1.532247, 0.296243, 1.560622
1.047769, -1.156599, 1.560622
-0.209160, -1.546542, 1.560622
1.186458, -1.013834, 1.560622
1.497032, 0.440950, 1.560622
1.216819, -0.977186, 1.560622
-0.023039, -1.560452, 1.560622
-0.168934, -1.560451, 1.569569
-1.421493, -0.665512, 1.569569
-1.483398, 0.512911, 1.569569
-1.224563, 0.981831, 1.569569
-1.005140, 1.205505, 1.569569
-0.990765, 1.217346, 1.569569
-0.125617, 1.564534, 1.569569
1.039527, 1.175981, 1.569569
-0.165310, 1.560839, 1.569569
0.922363, 1.269958, 1.569569
1.569416, -0.021921, 1.569569
1.069415, -0.021921, 1.069640
0.569414, -0.021921, 0.569836
0.339694, 0.457516, 0.569836
0.429389, 0.374618, 0.569836
0.567682, -0.049499, 0.569836
