iter,extension_type,near_idx,sample_x,sample_y,sample_theta,near_x,near_y,near_theta,mid_x,mid_y,mid_theta,new_x,new_y,new_theta,accepted,status
0,random_sample,0,0.590219,1.086255,-0.794867,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
1,random_sample,0,0.044201,-0.377347,-1.366936,0.749877,-0.248109,1.443274,0.749877,-0.248109,2.490471,0.352175,0.054930,2.490471,1,accepted
2,random_sample,2,0.150093,-0.242745,2.893806,0.352175,0.054930,2.490471,0.352175,0.054930,-2.745516,0.020241,-0.083876,-2.745516,1,accepted
3,random_sample,4,0.013815,-0.291763,-2.072601,0.020241,-0.083876,-2.745516,0.020241,-0.083876,-1.698319,0.020241,-0.083876,-1.698319,0,duplicate_candidate
4,random_sample,2,0.932750,0.594571,2.640721,0.352175,0.054930,2.490471,0.352175,0.054930,1.443274,0.415763,0.550870,1.443274,1,accepted
5,random_sample,0,1.057682,-0.125540,0.679525,0.749877,-0.248109,1.443274,0.749877,-0.248109,0.396076,1.055538,-0.120289,0.396076,1,accepted
6,random_sample,9,1.452691,0.720670,0.551382,1.055538,-0.120289,0.396076,1.055538,-0.120289,0.396076,1.516829,0.072612,0.396076,0,translation_collision
7,random_sample,8,0.358275,0.440958,0.327975,0.749877,-0.248109,0.396076,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
8,random_sample,5,-0.478229,1.814230,-1.862906,0.020241,-0.083876,-1.698319,0.020241,-0.083876,-2.745516,-0.441050,-0.276777,-2.745516,0,translation_collision
9,random_sample,1,1.449506,0.714887,2.543456,0.749877,-0.248109,2.490471,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
10,random_sample,3,0.677714,1.663418,-2.606207,0.352175,0.054930,-2.745516,0.352175,0.054930,2.490471,-0.045528,0.357970,2.490471,0,translation_collision
11,random_sample,3,1.397324,0.138361,-2.405801,0.352175,0.054930,-2.745516,0.352175,0.054930,-1.698319,0.288586,-0.441010,-1.698319,0,translation_collision
12,random_sample,8,0.886346,-0.406529,-0.940542,0.749877,-0.248109,0.396076,0.749877,-0.248109,-0.651121,0.749877,-0.248109,-0.651121,0,duplicate_candidate
13,random_sample,10,-0.125655,1.896145,-0.314691,0.749877,-0.248109,-0.651121,0.749877,-0.248109,0.396076,1.211168,-0.055208,0.396076,1,accepted
