0.000000, 0.000000, 0.939692
0.500001, 0.000000, 0.000000
0.000000, 0.000000, 0.979089
0.070685, 0.000000, 0.000000
0.000000, 0.000000, 0.785346
0.000000, 0.000000, 0.316550
0.000000, 0.000000, 0.502929
0.000000, 0.000000, 0.445583
0.000000, 0.000000, 0.478184
0.000000, 0.000000, 0.723111
0.000000, 0.000000, 0.965829
0.493062, 0.000000, 0.000000
0.000000, 0.000000, -1.047182
0.000000, 0.000000, 0.917473
0.500001, 0.000000, 0.000000
0.000000, 0.000000, 0.890333
0.500001, 0.000000, 0.000000
0.000000, 0.000000, 1.006665
0.161882, 0.000000, 0.000000
