iter,extension_type,near_idx,sample_x,sample_y,sample_theta,near_x,near_y,near_theta,mid_x,mid_y,mid_theta,new_x,new_y,new_theta,accepted,status
0,random_sample,0,1.036776,1.610829,2.899687,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
1,random_sample,0,1.058701,1.342575,-2.234871,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
2,random_sample,0,1.293761,-0.467985,-1.136801,0.749877,-0.248109,1.443274,0.749877,-0.248109,0.396076,1.211168,-0.055208,0.396076,1,accepted
3,random_sample,1,-0.104838,1.980913,-1.690197,0.749877,-0.248109,0.396076,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
4,random_sample,2,0.712050,1.887744,-1.454726,1.211168,-0.055208,0.396076,1.211168,-0.055208,1.443274,1.274757,0.440732,1.443274,0,translation_collision
5,random_sample,2,0.498013,1.058612,-0.574563,1.211168,-0.055208,0.396076,1.211168,-0.055208,1.443274,1.274757,0.440732,1.443274,0,translation_collision
6,random_sample,0,0.729904,0.976248,2.112856,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
7,random_sample,1,-0.332253,1.124903,-0.352158,0.749877,-0.248109,0.396076,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
8,random_sample,0,0.488586,0.513629,1.618740,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
9,random_sample,1,-0.215037,1.754849,-0.123076,0.749877,-0.248109,0.396076,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
10,random_sample,0,1.329492,1.498711,2.644190,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
11,random_sample,2,1.083700,-0.120419,-1.159585,1.211168,-0.055208,0.396076,1.211168,-0.055208,-0.651121,1.211168,-0.055208,-0.651121,0,duplicate_candidate
12,random_sample,3,-0.286139,0.959799,-0.842053,1.211168,-0.055208,-0.651121,1.211168,-0.055208,-1.698319,1.147579,-0.551148,-1.698319,0,translation_collision
13,random_sample,3,-0.085271,1.436346,-1.090173,1.211168,-0.055208,-0.651121,1.211168,-0.055208,0.396076,1.672459,0.137692,0.396076,0,translation_collision
14,random_sample,3,0.230075,-0.093088,-1.984133,1.211168,-0.055208,-0.651121,1.211168,-0.055208,-1.698319,1.147579,-0.551148,-1.698319,0,translation_collision
15,random_sample,3,1.125452,1.070419,-1.249266,1.211168,-0.055208,-0.651121,1.211168,-0.055208,0.396076,1.672459,0.137692,0.396076,0,translation_collision
16,lateral_motion,3,nan,nan,nan,1.211168,-0.055208,-0.651121,1.211168,-0.055208,-0.651121,1.050738,-0.265753,-0.651121,1,accepted
17,lateral_motion,2,nan,nan,nan,1.211168,-0.055208,0.396076,1.211168,-0.055208,0.396076,1.313509,-0.299940,0.396076,0,lateral_segment_collision
18,random_sample,0,1.221117,-0.159253,3.065038,0.749877,-0.248109,1.443274,0.749877,-0.248109,0.396076,1.192296,-0.063100,0.396076,1,accepted
19,random_sample,0,0.076263,0.258156,-2.825653,0.749877,-0.248109,1.443274,0.749877,-0.248109,2.490471,0.352175,0.054930,2.490471,1,accepted
20,random_sample,6,1.274363,0.540666,-3.135319,0.749877,-0.248109,2.490471,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
21,random_sample,7,-0.118390,0.318730,2.619225,0.352175,0.054930,2.490471,0.352175,0.054930,2.490471,-0.045528,0.357970,2.490471,0,translation_collision
22,lateral_motion,7,nan,nan,nan,0.352175,0.054930,2.490471,0.352175,0.054930,2.490471,0.185340,-0.164020,2.490471,1,accepted
23,random_sample,5,0.958492,0.264818,0.691163,1.192296,-0.063100,0.396076,1.192296,-0.063100,1.443274,1.243515,0.336364,1.443274,0,translation_collision
24,random_sample,7,0.229462,-0.023339,2.758107,0.352175,0.054930,2.490471,0.352175,0.054930,-2.745516,0.352175,0.054930,-2.745516,0,duplicate_candidate
25,random_sample,9,0.003478,-0.113927,-1.878903,0.352175,0.054930,-2.745516,0.352175,0.054930,-2.745516,-0.005262,-0.094541,-2.745516,1,accepted
26,random_sample,0,0.081456,-0.028052,1.663197,0.749877,-0.248109,1.443274,0.749877,-0.248109,2.490471,0.352175,0.054930,2.490471,0,duplicate_candidate
27,random_sample,7,0.484083,1.537474,2.977736,0.352175,0.054930,2.490471,0.352175,0.054930,1.482056,0.396487,0.552963,1.482056,1,accepted
28,random_sample,3,-0.037488,1.937300,-0.164812,1.211168,-0.055208,-0.651121,1.211168,-0.055208,0.396076,1.672459,0.137692,0.396076,0,translation_collision
29,random_sample,7,0.104824,0.476580,3.002759,0.352175,0.054930,2.490471,0.352175,0.054930,2.490471,-0.036656,0.351210,2.490471,0,translation_collision
30,random_sample,9,0.483420,1.956645,-2.540593,0.352175,0.054930,-2.745516,0.352175,0.054930,2.490471,-0.045528,0.357970,2.490471,0,translation_collision
31,lateral_motion,6,nan,nan,nan,0.749877,-0.248109,2.490471,0.749877,-0.248109,2.490471,1.008317,0.091062,2.490471,0,lateral_segment_collision
