iter,extension_type,near_idx,sample_x,sample_y,sample_theta,near_x,near_y,near_theta,mid_x,mid_y,mid_theta,new_x,new_y,new_theta,accepted,status
0,random_sample,0,1.011284,0.023392,3.084827,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.797809,0.125721,1.443274,0,translation_collision
1,random_sample,0,0.595703,0.913908,2.305176,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
2,random_sample,0,-0.384262,1.317526,2.522452,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
3,random_sample,0,0.506043,1.351262,0.985714,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
4,random_sample,0,0.269388,1.162161,2.298195,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
5,random_sample,0,-0.468174,0.692244,0.729324,0.749877,-0.248109,1.443274,0.749877,-0.248109,2.484150,0.354098,0.057438,2.484150,1,accepted
6,random_sample,0,0.604221,0.607044,-1.029240,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
7,random_sample,0,1.051819,0.387069,1.534517,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
8,random_sample,2,0.628369,1.337978,2.026437,0.354098,0.057438,2.484150,0.354098,0.057438,1.436953,0.420820,0.552966,1.436953,1,accepted
9,random_sample,4,0.101509,1.223494,1.536158,0.420820,0.552966,1.436953,0.420820,0.552966,1.436953,0.487542,1.048494,1.436953,0,translation_collision
10,random_sample,4,0.332816,1.114870,1.139007,0.420820,0.552966,1.436953,0.420820,0.552966,1.436953,0.487542,1.048494,1.436953,0,translation_collision
11,random_sample,4,0.272906,0.345400,1.426275,0.420820,0.552966,1.436953,0.420820,0.552966,2.484150,0.219070,0.708720,2.484150,0,translation_collision
12,random_sample,2,-0.493952,0.981920,-2.385279,0.354098,0.057438,2.484150,0.354098,0.057438,2.484150,-0.041681,0.362985,2.484150,0,translation_collision
13,random_sample,4,-0.360669,1.341116,0.014777,0.420820,0.552966,1.436953,0.420820,0.552966,2.351951,0.068770,0.908017,2.351951,0,translation_collision
14,random_sample,2,-0.141472,1.596358,-2.383501,0.354098,0.057438,2.484150,0.354098,0.057438,2.484150,-0.041681,0.362985,2.484150,0,translation_collision
15,random_sample,4,-0.113258,1.662200,-0.083412,0.420820,0.552966,1.436953,0.420820,0.552966,1.436953,0.487542,1.048494,1.436953,0,translation_collision
16,lateral_motion,3,nan,nan,nan,0.354098,0.057438,1.436953,0.354098,0.057438,1.436953,0.029715,0.101116,1.436953,1,accepted
17,random_sample,1,1.497279,1.035196,-1.511425,0.749877,-0.248109,2.484150,0.749877,-0.248109,1.436953,0.816599,0.247419,1.436953,0,translation_collision
18,random_sample,4,0.020053,1.851820,-1.040009,0.420820,0.552966,1.436953,0.420820,0.552966,1.436953,0.487542,1.048494,1.436953,0,translation_collision
19,lateral_motion,3,nan,nan,nan,0.354098,0.057438,1.436953,0.354098,0.057438,1.436953,0.091102,0.092850,1.436953,1,accepted
20,random_sample,4,0.808488,0.844993,-1.251305,0.420820,0.552966,1.436953,0.420820,0.552966,0.645604,0.808488,0.844993,0.645604,0,translation_collision
21,random_sample,4,0.048887,1.508001,-0.969587,0.420820,0.552966,1.436953,0.420820,0.552966,1.436953,0.487542,1.048494,1.436953,0,translation_collision
22,random_sample,4,0.783487,0.665849,-0.572516,0.420820,0.552966,1.436953,0.420820,0.552966,0.389755,0.772162,0.697287,0.389755,0,translation_collision
23,random_sample,4,0.162439,1.739014,0.582260,0.420820,0.552966,1.436953,0.420820,0.552966,1.436953,0.487542,1.048494,1.436953,0,translation_collision
24,lateral_motion,0,nan,nan,nan,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.387280,-0.201617,1.443274,1,accepted
25,random_sample,5,-0.347321,-0.271086,0.744781,0.029715,0.101116,1.436953,0.029715,0.101116,2.484150,-0.366064,0.406663,2.484150,0,translation_collision
26,random_sample,2,-0.435413,1.882532,3.033805,0.354098,0.057438,2.484150,0.354098,0.057438,2.484150,-0.041681,0.362985,2.484150,0,translation_collision
27,random_sample,5,-0.471022,0.501178,0.584920,0.029715,0.101116,1.436953,0.029715,0.101116,2.467494,-0.360920,0.413212,2.467494,0,translation_collision
28,random_sample,4,1.376937,1.734854,-0.674547,0.420820,0.552966,1.436953,0.420820,0.552966,1.436953,0.487542,1.048494,1.436953,0,translation_collision
29,lateral_motion,2,nan,nan,nan,0.354098,0.057438,2.484150,0.354098,0.057438,2.484150,0.088528,-0.286559,2.484150,1,accepted
30,random_sample,8,-0.090665,-0.311247,-2.048320,0.088528,-0.286559,2.484150,0.088528,-0.286559,-3.004678,0.088528,-0.286559,-3.004678,0,duplicate_candidate
31,lateral_motion,7,nan,nan,nan,0.387280,-0.201617,1.443274,0.387280,-0.201617,1.443274,0.825361,-0.257787,1.443274,1,accepted
32,random_sample,5,-0.042139,0.248235,-0.757486,0.029715,0.101116,1.436953,0.029715,0.101116,1.436953,0.029715,0.101116,1.436953,0,zero_motion
33,random_sample,4,0.281719,1.994945,0.889923,0.420820,0.552966,1.436953,0.420820,0.552966,1.436953,0.487542,1.048494,1.436953,0,translation_collision
34,lateral_motion,5,nan,nan,nan,0.029715,0.101116,1.436953,0.029715,0.101116,1.436953,-0.372773,0.155310,1.436953,0,lateral_segment_collision
35,random_sample,5,-0.450096,0.318568,0.843285,0.029715,0.101116,1.436953,0.029715,0.101116,2.484150,-0.366064,0.406663,2.484150,0,translation_collision
36,random_sample,9,-0.057262,-0.432861,-2.033664,0.088528,-0.286559,-3.004678,0.088528,-0.286559,-3.004678,0.088528,-0.286559,-3.004678,0,zero_motion
