0.958697, -0.289525, 1.286021
1.047842, 0.015000, 1.286021
1.047842, 0.015000, 2.147242
0.775318, 0.434203, 2.147242
0.468826, 0.234953, 2.147242
0.104470, -0.001915, 2.147242
0.104470, -0.001915, -3.088746
-0.153357, -0.015553, -3.088746
-0.153357, -0.015553, -2.041548
-0.153357, -0.015553, -0.994351
-0.153357, -0.015553, 0.052847
0.214892, 0.003926, 0.052847
0.214892, 0.003926, 1.100044
0.441671, 0.449539, 1.100044
0.668449, 0.895153, 1.100044
0.816371, 1.185816, 1.100044
0.973137, 1.493858, 1.100044
