[[0.897188, -0.833462, 1.224583], [1.223899, 0.200206, 1.240166]]
[[1.181690, 0.321270, 1.224583], [0.476770, 1.144859, 1.240166]]
[[0.869073, -0.862738, 1.224583], [1.229862, 0.159534, 1.240166]]
[[0.382028, -0.862738, 0.943537], [0.742817, 0.159534, 0.759756]]
[[-0.556139, -0.762215, 0.943537], [0.509569, -0.563532, 0.759756]]
[[0.196362, -0.922878, 0.943537], [0.759749, 0.003300, 0.759756]]
[[0.828107, -0.452218, 0.943537], [0.492426, 0.578572, 0.759756]]
[[0.328107, -0.452218, 0.558709], [-0.007574, 0.578572, 0.578621]]
[[-0.171893, -0.452218, 0.483786], [-0.507574, 0.578572, 0.769660]]
