iter,extension_type,near_idx,sample_x,sample_y,sample_theta,near_x,near_y,near_theta,mid_x,mid_y,mid_theta,new_x,new_y,new_theta,accepted,status
0,random_sample,0,-0.169018,0.319242,-0.292764,0.749877,-0.248109,1.443274,0.749877,-0.248109,2.490471,0.352175,0.054930,2.490471,1,accepted
1,random_sample,1,0.759764,-0.377502,-2.156329,0.749877,-0.248109,2.490471,0.749877,-0.248109,-2.745516,0.749877,-0.248109,-2.745516,0,duplicate_candidate
2,random_sample,0,1.462550,1.098994,-0.254942,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
3,random_sample,2,1.231893,1.235077,2.062640,0.352175,0.054930,2.490471,0.352175,0.054930,1.443274,0.415763,0.550870,1.443274,1,accepted
4,random_sample,5,0.057476,1.577954,-0.458586,0.415763,0.550870,1.443274,0.415763,0.550870,1.443274,0.479352,1.046810,1.443274,0,translation_collision
5,random_sample,3,0.839779,0.971954,-1.753456,0.749877,-0.248109,-2.745516,0.749877,-0.248109,2.490471,0.352175,0.054930,2.490471,0,duplicate_candidate
6,random_sample,4,0.068943,-0.047162,1.594396,0.352175,0.054930,1.443274,0.352175,0.054930,2.490471,0.112702,0.237402,2.490471,1,accepted
7,random_sample,5,0.238483,0.669880,1.941396,0.415763,0.550870,1.443274,0.415763,0.550870,2.490471,0.415763,0.550870,2.490471,0,duplicate_candidate
8,random_sample,0,1.091298,0.155970,0.935735,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
9,random_sample,5,0.122774,1.514341,0.323537,0.415763,0.550870,1.443274,0.415763,0.550870,1.443274,0.479352,1.046810,1.443274,0,translation_collision
10,random_sample,0,0.390668,-0.472707,-0.416343,0.749877,-0.248109,1.443274,0.749877,-0.248109,2.490471,0.412908,0.008653,2.490471,1,accepted
11,random_sample,3,0.909896,0.155041,-1.770601,0.749877,-0.248109,-2.745516,0.749877,-0.248109,2.490471,0.404873,0.014775,2.490471,1,accepted
12,random_sample,7,-0.313604,1.113035,-3.077328,0.415763,0.550870,2.490471,0.415763,0.550870,2.490471,0.018061,0.853910,2.490471,0,translation_collision
13,random_sample,4,-0.032009,0.077892,0.504798,0.352175,0.054930,1.443274,0.352175,0.054930,2.490471,0.046048,0.288191,2.490471,1,accepted
14,random_sample,6,0.324584,0.335243,2.576069,0.112702,0.237402,2.490471,0.112702,0.237402,1.443274,0.112702,0.237402,1.443274,0,duplicate_candidate
