iter,rollout_step,extension_type,near_idx,sample_x,sample_y,sample_theta,current_x,current_y,current_theta,local_x,local_y,local_theta,target_mode,action_dx_robot,action_dy_robot,action_dtheta,candidate_x,candidate_y,candidate_theta,accepted,status
0,0,goal_directed_diffusion,0,0.334911,-0.086272,-1.082613,0.749877,-0.248109,1.443274,0.749877,-0.248109,2.490471,rotation,0.000000,0.000000,1.047198,0.749877,-0.248109,2.490472,1,accepted
0,1,goal_directed_diffusion,0,0.334911,-0.086272,-1.082613,0.749877,-0.248109,2.490472,0.395598,0.021843,2.490472,translation,0.494355,0.000000,0.000000,0.356665,0.051509,2.490472,1,accepted
0,2,goal_directed_diffusion,0,0.334911,-0.086272,-1.082613,0.356665,0.051509,2.490472,nan,nan,nan,,nan,nan,nan,nan,nan,nan,0,sample_reached
1,0,goal_directed_diffusion,0,0.406810,-0.214514,0.816072,0.749877,-0.248109,1.443274,0.749877,-0.248109,2.490471,rotation,0.000000,0.000000,1.025813,0.749877,-0.248109,2.469086,1,accepted
1,1,goal_directed_diffusion,0,0.406810,-0.214514,0.816072,0.749877,-0.248109,2.469086,0.480225,-0.033374,2.469086,translation,0.456908,0.000000,0.000000,0.392455,0.036521,2.469086,1,accepted
1,2,goal_directed_diffusion,0,0.406810,-0.214514,0.816072,0.392455,0.036521,2.469086,0.392455,0.036521,-2.766901,rotation,0.000000,0.000000,0.570771,0.392455,0.036521,3.039857,1,accepted
1,3,goal_directed_diffusion,0,0.406810,-0.214514,0.816072,0.392455,0.036521,3.039857,0.392455,0.036521,-2.196130,rotation,0.000000,0.000000,0.762460,0.392455,0.036521,-2.480868,1,accepted
1,4,goal_directed_diffusion,0,0.406810,-0.214514,0.816072,0.392455,0.036521,-2.480868,0.392455,0.036521,-1.513674,rotation,0.000000,0.000000,0.416422,0.392455,0.036521,-2.064446,1,accepted
1,5,goal_directed_diffusion,0,0.406810,-0.214514,0.816072,0.392455,0.036521,-2.064446,0.273309,-0.184904,-2.064446,translation,-0.024021,0.000000,0.000000,0.403837,0.057674,-2.064446,0,positional_no_progress
2,0,goal_directed_diffusion,6,-0.402002,-0.107976,-2.350151,0.392455,0.036521,-2.480868,-0.002319,-0.270324,-2.480868,translation,0.055874,0.000000,0.000000,0.348340,0.002232,-2.480868,1,accepted
2,1,goal_directed_diffusion,6,-0.402002,-0.107976,-2.350151,0.348340,0.002232,-2.480868,-0.046434,-0.304613,-2.480868,translation,0.064177,0.000000,0.000000,0.297669,-0.037153,-2.480868,1,accepted
2,2,goal_directed_diffusion,6,-0.402002,-0.107976,-2.350151,0.297669,-0.037153,-2.480868,-0.097105,-0.343998,-2.480868,translation,0.007706,0.000000,0.000000,0.291585,-0.041882,-2.480868,1,accepted
2,3,goal_directed_diffusion,6,-0.402002,-0.107976,-2.350151,0.291585,-0.041882,-2.480868,-0.103189,-0.348727,-2.480868,translation,0.042821,0.000000,0.000000,0.257776,-0.068160,-2.480868,1,accepted
2,4,goal_directed_diffusion,6,-0.402002,-0.107976,-2.350151,0.257776,-0.068160,-2.480868,-0.136998,-0.375005,-2.480868,translation,-0.100940,0.000000,0.000000,0.337473,-0.006215,-2.480868,0,positional_no_progress
3,0,goal_directed_diffusion,0,1.462550,1.098994,-0.254942,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,translation,0.412455,0.000000,0.000000,0.802332,0.160996,1.443274,0,endpoint_collision
4,0,goal_directed_diffusion,0,-0.217850,1.664867,1.219133,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,translation,0.460758,0.000000,0.000000,0.808475,0.208908,1.443274,0,endpoint_collision
5,0,goal_directed_diffusion,7,1.156559,1.767298,-1.390232,0.392455,0.036521,-2.064446,0.392455,0.036521,-3.111643,rotation,0.000000,0.000000,0.864150,0.392455,0.036521,-1.200296,0,angular_no_progress
6,0,goal_directed_diffusion,5,1.162363,0.567534,-2.974824,0.392455,0.036521,3.039857,0.392455,0.036521,1.992660,rotation,0.000000,0.000000,-1.004187,0.392455,0.036521,2.035671,1,accepted
6,1,goal_directed_diffusion,5,1.162363,0.567534,-2.974824,0.392455,0.036521,2.035671,0.392455,0.036521,0.988473,rotation,0.000000,0.000000,-1.011914,0.392455,0.036521,1.023756,1,accepted
6,2,goal_directed_diffusion,5,1.162363,0.567534,-2.974824,0.392455,0.036521,1.023756,0.652536,0.463555,1.023756,translation,0.476150,0.000000,0.000000,0.640130,0.443185,1.023756,0,endpoint_collision
7,0,goal_directed_diffusion,7,0.839779,0.971954,-1.753456,0.392455,0.036521,-2.064446,0.392455,0.036521,-3.111643,rotation,0.000000,0.000000,0.819943,0.392455,0.036521,-1.244503,0,angular_no_progress
8,0,goal_directed_diffusion,7,1.134507,0.211179,-2.003486,0.392455,0.036521,-2.064446,0.392455,0.036521,-1.017248,rotation,0.000000,0.000000,0.389212,0.392455,0.036521,-1.675234,1,accepted
8,1,goal_directed_diffusion,7,1.134507,0.211179,-2.003486,0.392455,0.036521,-1.675234,0.392455,0.036521,-0.628036,rotation,0.000000,0.000000,-0.181090,0.392455,0.036521,-1.856324,0,angular_no_progress
9,0,goal_directed_diffusion,14,1.007512,0.478818,-0.821581,0.392455,0.036521,-1.675234,0.392455,0.036521,-0.628036,rotation,0.000000,0.000000,0.201293,0.392455,0.036521,-1.473941,1,accepted
9,1,goal_directed_diffusion,14,1.007512,0.478818,-0.821581,0.392455,0.036521,-1.473941,0.392455,0.036521,-0.426743,rotation,0.000000,0.000000,0.037169,0.392455,0.036521,-1.436772,1,accepted
9,2,goal_directed_diffusion,14,1.007512,0.478818,-0.821581,0.392455,0.036521,-1.436772,0.392455,0.036521,-0.389574,rotation,0.000000,0.000000,0.017322,0.392455,0.036521,-1.419450,1,accepted
9,3,goal_directed_diffusion,14,1.007512,0.478818,-0.821581,0.392455,0.036521,-1.419450,0.392455,0.036521,-0.372253,rotation,0.000000,0.000000,-0.091310,0.392455,0.036521,-1.510760,0,angular_no_progress
