iter,extension_type,near_idx,sample_x,sample_y,sample_theta,near_x,near_y,near_theta,mid_x,mid_y,mid_theta,new_x,new_y,new_theta,accepted,status
0,random_sample,0,0.899434,-0.387006,-1.203164,0.610979,-0.228338,1.722037,0.610979,-0.228338,0.674839,0.868031,-0.022654,0.674839,0,translation_collision
1,random_sample,0,0.053354,1.840839,-1.458063,0.610979,-0.228338,1.722037,0.610979,-0.228338,1.722037,0.535646,0.265955,1.722037,1,accepted
2,random_sample,1,-0.459785,1.803416,1.977377,0.535646,0.265955,1.722037,0.535646,0.265955,1.722037,0.460314,0.760247,1.722037,1,accepted
3,random_sample,0,0.876583,-0.228757,2.380979,0.610979,-0.228338,1.722037,0.610979,-0.228338,0.674839,0.818365,-0.062395,0.674839,1,accepted
4,random_sample,2,-0.221251,0.667063,1.830581,0.460314,0.760247,1.722037,0.460314,0.760247,2.769235,-0.005422,0.942154,2.769235,0,translation_collision
5,random_sample,4,-0.154283,1.803045,-0.564839,0.818365,-0.062395,0.674839,0.818365,-0.062395,1.722037,0.743032,0.431897,1.722037,0,translation_collision
6,random_sample,0,1.172878,-0.252229,-2.068528,0.610979,-0.228338,1.722037,0.610979,-0.228338,0.674839,1.001383,0.084048,0.674839,0,translation_collision
7,random_sample,3,0.686680,-0.180192,-0.400648,0.610979,-0.228338,0.674839,0.610979,-0.228338,0.674839,0.610979,-0.228338,0.674839,0,zero_motion
8,random_sample,4,-0.153758,1.361863,0.660417,0.818365,-0.062395,0.674839,0.818365,-0.062395,1.722037,0.743032,0.431897,1.722037,0,translation_collision
9,random_sample,4,0.862162,1.682627,-1.425650,0.818365,-0.062395,0.674839,0.818365,-0.062395,1.545703,0.830910,0.437447,1.545703,0,translation_collision
10,random_sample,4,1.088834,-0.280475,1.231062,0.818365,-0.062395,0.674839,0.818365,-0.062395,-0.372358,1.141992,-0.188797,-0.372358,1,accepted
11,random_sample,5,-0.107385,0.937186,-1.396965,0.818365,-0.062395,-0.372358,0.818365,-0.062395,0.674839,1.208768,0.249991,0.674839,0,translation_collision
12,random_sample,3,-0.416602,-0.327469,0.520521,0.610979,-0.228338,0.674839,0.610979,-0.228338,1.722037,0.535646,0.265955,1.722037,0,duplicate_candidate
13,random_sample,2,1.480461,1.982367,2.141116,0.460314,0.760247,1.722037,0.460314,0.760247,0.875231,0.780724,1.144093,0.875231,1,accepted
14,random_sample,3,-0.315890,-0.471118,0.536110,0.610979,-0.228338,0.674839,0.610979,-0.228338,1.722037,0.535646,0.265955,1.722037,0,duplicate_candidate
15,random_sample,0,-0.221048,-0.446102,3.006203,0.610979,-0.228338,1.722037,0.610979,-0.228338,2.769235,0.145243,-0.046431,2.769235,1,accepted
16,random_sample,2,1.032609,0.958902,1.648677,0.460314,0.760247,1.722037,0.460314,0.760247,0.674839,0.850718,1.072633,0.674839,1,accepted
17,random_sample,9,0.413223,-0.411260,-2.208077,0.610979,-0.228338,2.769235,0.610979,-0.228338,-2.466753,0.400641,-0.396642,-2.466753,0,translation_collision
18,random_sample,2,-0.253388,1.611258,1.468614,0.460314,0.760247,1.722037,0.460314,0.760247,1.722037,0.384982,1.254540,1.722037,1,accepted
19,random_sample,3,0.338755,-0.471492,0.975747,0.610979,-0.228338,0.674839,0.610979,-0.228338,-0.372358,0.950972,-0.361132,-0.372358,0,translation_collision
20,random_sample,7,-0.339169,0.095346,1.103545,0.460314,0.760247,0.875231,0.460314,0.760247,1.922429,0.288099,1.229653,1.922429,0,translation_collision
21,lateral_motion,4,nan,nan,nan,0.818365,-0.062395,0.674839,0.818365,-0.062395,0.674839,0.581513,0.233609,0.674839,0,lateral_segment_collision
22,random_sample,10,0.555913,0.706600,-3.087964,0.145243,-0.046431,2.769235,0.145243,-0.046431,1.722037,0.069910,0.447861,1.722037,0,translation_collision
23,random_sample,13,0.508399,1.967469,3.016115,0.384982,1.254540,1.722037,0.384982,1.254540,1.722037,0.309649,1.748832,1.722037,1,accepted
24,random_sample,13,0.641096,1.356062,1.369039,0.384982,1.254540,1.722037,0.384982,1.254540,0.674839,0.600096,1.426666,0.674839,1,accepted
25,random_sample,12,1.055841,1.666157,-1.393684,0.850718,1.072633,0.674839,0.850718,1.072633,0.674839,1.241121,1.385019,0.674839,1,accepted
26,random_sample,6,0.921932,-0.470186,-1.754016,1.141992,-0.188797,-0.372358,1.141992,-0.188797,-1.419556,1.195813,-0.541940,-1.419556,0,translation_collision
27,random_sample,15,-0.453342,1.690336,0.574411,0.384982,1.254540,0.674839,0.384982,1.254540,1.722037,0.309649,1.748832,1.722037,0,duplicate_candidate
28,random_sample,10,-0.271454,0.167637,-2.045865,0.145243,-0.046431,2.769235,0.145243,-0.046431,2.769235,-0.291121,0.124003,2.769235,1,accepted
29,random_sample,4,1.066918,-0.320735,1.058706,0.818365,-0.062395,0.674839,0.818365,-0.062395,-0.372358,1.152292,-0.192820,-0.372358,1,accepted
30,random_sample,13,0.608692,1.192584,3.008690,0.384982,1.254540,1.722037,0.384982,1.254540,0.674839,0.384982,1.254540,0.674839,0,duplicate_candidate
31,random_sample,17,0.828042,1.897194,-1.074117,1.241121,1.385019,0.674839,1.241121,1.385019,1.722037,1.165789,1.879312,1.722037,0,translation_collision
32,random_sample,6,0.902604,-0.382654,-1.497101,1.141992,-0.188797,-0.372358,1.141992,-0.188797,-1.419556,1.188403,-0.493319,-1.419556,0,translation_collision
33,lateral_motion,15,nan,nan,nan,0.384982,1.254540,0.674839,0.384982,1.254540,0.674839,0.144457,1.555134,0.674839,1,accepted
34,random_sample,2,0.603686,1.003222,1.600396,0.460314,0.760247,1.722037,0.460314,0.760247,1.722037,0.417808,1.039148,1.722037,1,accepted
35,random_sample,7,0.454847,0.365328,1.124164,0.460314,0.760247,0.875231,0.460314,0.760247,-0.171967,0.849446,0.692662,-0.171967,0,translation_collision
36,random_sample,14,0.726372,1.633267,2.746095,0.309649,1.748832,1.722037,0.309649,1.748832,0.674839,0.647310,2.019015,0.674839,0,translation_collision
37,random_sample,8,1.350025,1.013882,1.307282,0.780724,1.144093,0.875231,0.780724,1.144093,-0.171967,1.273349,1.058533,-0.171967,1,accepted
38,random_sample,15,0.065173,1.217271,0.238156,0.384982,1.254540,0.674839,0.384982,1.254540,1.722037,0.336472,1.572838,1.722037,1,accepted
39,random_sample,22,0.791572,1.667382,-2.003226,0.780724,1.144093,-0.171967,0.780724,1.144093,0.875231,1.101134,1.527939,0.875231,1,accepted
40,random_sample,1,1.327782,0.607264,2.050271,0.535646,0.265955,1.722037,0.535646,0.265955,0.674839,0.926050,0.578341,0.674839,0,rotation_collision
41,random_sample,19,1.465646,0.016899,-0.303733,1.152292,-0.192820,-0.372358,1.152292,-0.192820,0.589805,1.465646,0.016899,0.589805,0,translation_collision
42,random_sample,9,1.116097,0.015926,-2.451461,0.610979,-0.228338,2.769235,0.610979,-0.228338,1.722037,0.535646,0.265955,1.722037,0,duplicate_candidate
43,random_sample,24,0.605003,1.471885,2.369818,0.336472,1.572838,1.722037,0.336472,1.572838,0.674839,0.560470,1.752072,0.674839,1,accepted
44,lateral_motion,17,nan,nan,nan,1.241121,1.385019,0.674839,1.241121,1.385019,0.674839,1.524490,1.030880,0.674839,0,lateral_segment_collision
45,random_sample,10,0.339551,0.175983,-2.849851,0.145243,-0.046431,2.769235,0.145243,-0.046431,1.722037,0.100746,0.245534,1.722037,0,translation_collision
46,random_sample,25,1.414603,0.960840,0.936002,1.101134,1.527939,0.875231,1.101134,1.527939,-0.171967,1.593759,1.442379,-0.171967,0,translation_collision
47,random_sample,24,0.402577,1.575365,2.828533,0.336472,1.572838,1.722037,0.336472,1.572838,0.674839,0.336472,1.572838,0.674839,0,duplicate_candidate
48,random_sample,22,0.046104,1.441214,-1.932257,0.780724,1.144093,-0.171967,0.780724,1.144093,0.875231,1.101134,1.527939,0.875231,0,duplicate_candidate
49,lateral_motion,8,nan,nan,nan,0.780724,1.144093,0.875231,0.780724,1.144093,0.875231,0.465178,1.407491,0.875231,1,accepted
50,random_sample,24,1.201003,1.750947,-2.659259,0.336472,1.572838,1.722037,0.336472,1.572838,0.674839,0.726875,1.885224,0.674839,0,translation_collision
51,lateral_motion,23,nan,nan,nan,1.273349,1.058533,-0.171967,1.273349,1.058533,-0.171967,1.356938,1.539811,-0.171967,0,lateral_segment_collision
52,random_sample,9,1.036314,-0.172442,2.502388,0.610979,-0.228338,2.769235,0.610979,-0.228338,1.722037,0.546345,0.195757,1.722037,1,accepted
53,random_sample,14,0.302833,1.861749,2.452292,0.309649,1.748832,1.722037,0.309649,1.748832,1.722037,0.309649,1.748832,1.722037,0,zero_motion
54,random_sample,10,0.558071,0.848160,2.901605,0.145243,-0.046431,2.769235,0.145243,-0.046431,1.722037,0.069910,0.447861,1.722037,0,translation_collision
55,random_sample,22,0.238820,1.779949,-0.970729,0.780724,1.144093,-0.171967,0.780724,1.144093,0.875231,1.101134,1.527939,0.875231,0,duplicate_candidate
56,random_sample,2,0.876931,0.844939,2.502822,0.460314,0.760247,1.722037,0.460314,0.760247,0.674839,0.792265,1.025862,0.674839,1,accepted
57,random_sample,22,-0.135787,1.222194,-0.232446,0.780724,1.144093,-0.171967,0.780724,1.144093,-1.219164,0.952939,0.674687,-1.219164,0,translation_collision
58,random_sample,22,0.678512,0.849427,-0.404568,0.780724,1.144093,-0.171967,0.780724,1.144093,-1.219164,0.888148,0.851287,-1.219164,0,translation_collision
59,random_sample,3,0.487410,-0.489246,0.688529,0.610979,-0.228338,0.674839,0.610979,-0.228338,-0.372358,0.879886,-0.333367,-0.372358,0,translation_collision
60,random_sample,22,-0.229350,0.769625,-0.315452,0.780724,1.144093,-0.171967,0.780724,1.144093,-1.219164,0.952939,0.674687,-1.219164,0,translation_collision
61,random_sample,10,0.405099,0.350222,2.484741,0.145243,-0.046431,2.769235,0.145243,-0.046431,1.722037,0.073799,0.422349,1.722037,0,translation_collision
62,random_sample,24,1.258705,1.643159,2.902261,0.336472,1.572838,1.722037,0.336472,1.572838,0.674839,0.726875,1.885224,0.674839,0,translation_collision
63,random_sample,9,1.038487,0.268532,2.458133,0.610979,-0.228338,2.769235,0.610979,-0.228338,1.722037,0.535646,0.265955,1.722037,0,duplicate_candidate
64,random_sample,23,1.190777,1.473902,-2.328424,1.273349,1.058533,-0.171967,1.273349,1.058533,0.875231,1.544734,1.383648,0.875231,0,translation_collision
65,lateral_motion,0,nan,nan,nan,0.610979,-0.228338,1.722037,0.610979,-0.228338,1.722037,0.217417,-0.288318,1.722037,1,accepted
66,random_sample,22,-0.235608,0.739286,-0.967088,0.780724,1.144093,-0.171967,0.780724,1.144093,-1.219164,0.952939,0.674687,-1.219164,0,translation_collision
67,random_sample,14,0.500032,1.889165,2.436385,0.309649,1.748832,1.722037,0.309649,1.748832,0.674839,0.309649,1.748832,0.674839,0,duplicate_candidate
68,random_sample,10,0.427032,0.343892,-2.060371,0.145243,-0.046431,2.769235,0.145243,-0.046431,1.722037,0.072711,0.429486,1.722037,0,translation_collision
69,lateral_motion,31,nan,nan,nan,0.217417,-0.288318,1.722037,0.217417,-0.288318,1.722037,0.481256,-0.248108,1.722037,1,accepted
70,random_sample,24,1.349608,1.648901,1.921149,0.336472,1.572838,1.722037,0.336472,1.572838,0.674839,0.726875,1.885224,0.674839,0,translation_collision
71,lateral_motion,8,nan,nan,nan,0.780724,1.144093,0.875231,0.780724,1.144093,0.875231,1.106414,0.872228,0.875231,0,lateral_segment_collision
72,random_sample,10,0.473090,0.202940,-2.891165,0.145243,-0.046431,2.769235,0.145243,-0.046431,1.722037,0.083183,0.360777,1.722037,0,translation_collision
73,random_sample,9,1.247202,-0.250100,-2.936275,0.610979,-0.228338,2.769235,0.610979,-0.228338,1.722037,0.535646,0.265955,1.722037,0,duplicate_candidate
74,random_sample,7,0.691349,0.446901,0.827481,0.460314,0.760247,0.875231,0.460314,0.760247,-0.171967,0.843882,0.693628,-0.171967,0,translation_collision
75,random_sample,2,0.168853,0.798651,1.451609,0.460314,0.760247,1.722037,0.460314,0.760247,2.769235,0.186480,0.867201,2.769235,0,translation_collision
76,random_sample,25,1.214034,1.757781,1.344655,1.101134,1.527939,0.875231,1.101134,1.527939,0.875231,1.265231,1.724525,0.875231,1,accepted
77,random_sample,9,1.441306,1.029149,-2.565671,0.610979,-0.228338,2.769235,0.610979,-0.228338,1.722037,0.535646,0.265955,1.722037,0,duplicate_candidate
78,random_sample,27,0.442439,1.743553,0.562373,0.560470,1.752072,0.674839,0.560470,1.752072,1.722037,0.560470,1.752072,1.722037,0,duplicate_candidate
79,random_sample,8,0.688811,1.353152,0.945963,0.780724,1.144093,0.875231,0.780724,1.144093,1.922429,0.780724,1.144093,1.922429,0,duplicate_candidate
80,random_sample,18,-0.455126,1.226029,-2.852983,-0.291121,0.124003,2.769235,-0.291121,0.124003,1.722037,-0.366454,0.618296,1.722037,0,translation_collision
81,random_sample,9,1.080743,-0.303473,2.524801,0.610979,-0.228338,2.769235,0.610979,-0.228338,1.722037,0.539302,0.241967,1.722037,1,accepted
82,random_sample,22,0.414743,0.833831,-0.114756,0.780724,1.144093,-0.171967,0.780724,1.144093,-1.219164,0.945981,0.693654,-1.219164,0,translation_collision
83,random_sample,3,-0.394015,0.031917,0.563857,0.610979,-0.228338,0.674839,0.610979,-0.228338,1.722037,0.535646,0.265955,1.722037,0,duplicate_candidate
84,random_sample,5,-0.268242,0.259373,-0.347633,0.818365,-0.062395,-0.372358,0.818365,-0.062395,-1.419556,0.893697,-0.556688,-1.419556,0,translation_collision
85,random_sample,9,1.330817,0.840833,3.028427,0.610979,-0.228338,2.769235,0.610979,-0.228338,1.722037,0.535646,0.265955,1.722037,0,duplicate_candidate
86,random_sample,10,0.367509,0.928734,-2.985636,0.145243,-0.046431,2.769235,0.145243,-0.046431,1.722037,0.069910,0.447861,1.722037,0,translation_collision
87,lateral_motion,0,nan,nan,nan,0.610979,-0.228338,1.722037,0.610979,-0.228338,1.722037,0.196916,-0.291443,1.722037,1,accepted
88,random_sample,5,0.231575,-0.112390,-1.688739,0.818365,-0.062395,-0.372358,0.818365,-0.062395,-1.419556,0.893697,-0.556688,-1.419556,0,translation_collision
89,random_sample,3,-0.032690,-0.167341,0.265181,0.610979,-0.228338,0.674839,0.610979,-0.228338,1.722037,0.535646,0.265955,1.722037,0,duplicate_candidate
90,random_sample,5,0.833191,-0.440148,-0.107918,0.818365,-0.062395,-0.372358,0.818365,-0.062395,-1.419556,0.875323,-0.436123,-1.419556,0,translation_collision
91,random_sample,3,-0.026585,-0.318588,0.814289,0.610979,-0.228338,0.674839,0.610979,-0.228338,1.722037,0.535646,0.265955,1.722037,0,duplicate_candidate
92,random_sample,5,0.252628,-0.314324,-0.382529,0.818365,-0.062395,-0.372358,0.818365,-0.062395,-1.419556,0.893697,-0.556688,-1.419556,0,translation_collision
93,random_sample,7,0.721208,0.552769,1.120612,0.460314,0.760247,0.875231,0.460314,0.760247,-0.171967,0.788733,0.703207,-0.171967,0,translation_collision
94,random_sample,36,1.485203,1.257930,-2.685949,0.780724,1.144093,1.922429,0.780724,1.144093,0.875231,1.101134,1.527939,0.875231,0,duplicate_candidate
95,lateral_motion,8,nan,nan,nan,0.780724,1.144093,0.875231,0.780724,1.144093,0.875231,0.553942,1.333396,0.875231,1,accepted
96,random_sample,14,0.173344,1.679439,2.516380,0.309649,1.748832,1.722037,0.309649,1.748832,2.769235,0.309649,1.748832,2.769235,0,duplicate_candidate
97,random_sample,18,-0.490322,0.606748,-1.499461,-0.291121,0.124003,2.769235,-0.291121,0.124003,1.962154,-0.481843,0.586199,1.962154,0,translation_collision
98,random_sample,22,0.433280,1.360444,-0.684723,0.780724,1.144093,-0.171967,0.780724,1.144093,0.875231,1.043010,1.458308,0.875231,1,accepted
99,random_sample,9,1.133485,-0.448447,-2.790150,0.610979,-0.228338,2.769235,0.610979,-0.228338,-2.466753,0.220575,-0.540724,-2.466753,0,translation_collision
100,random_sample,22,-0.310217,0.737631,-0.095635,0.780724,1.144093,-0.171967,0.780724,1.144093,-1.219164,0.952939,0.674687,-1.219164,0,translation_collision
101,random_sample,0,1.332320,-0.092175,1.569877,0.610979,-0.228338,1.722037,0.610979,-0.228338,0.674839,1.001383,0.084048,0.674839,0,translation_collision
102,random_sample,23,1.232605,1.555929,-1.796255,1.273349,1.058533,-0.171967,1.273349,1.058533,0.875231,1.593158,1.441659,0.875231,0,translation_collision
103,random_sample,40,-0.492000,1.636660,3.073644,0.309649,1.748832,2.769235,0.309649,1.748832,2.769235,-0.156087,1.930739,2.769235,0,translation_collision
104,random_sample,40,0.952879,1.724200,2.582383,0.309649,1.748832,2.769235,0.309649,1.748832,1.722037,0.234317,2.243125,1.722037,0,translation_collision
105,random_sample,5,0.164758,-0.069119,-0.611272,0.818365,-0.062395,-0.372358,0.818365,-0.062395,-1.419556,0.893697,-0.556688,-1.419556,0,translation_collision
106,random_sample,23,1.333060,1.484340,0.014866,1.273349,1.058533,-0.171967,1.273349,1.058533,0.875231,1.548884,1.388620,0.875231,0,translation_collision
107,random_sample,36,1.128714,0.895750,2.678705,0.780724,1.144093,1.922429,0.780724,1.144093,0.875231,1.054686,1.472295,0.875231,1,accepted
108,random_sample,11,-0.393295,0.527771,0.720959,0.460314,0.760247,0.674839,0.460314,0.760247,1.722037,0.384982,1.254540,1.722037,0,duplicate_candidate
109,lateral_motion,22,nan,nan,nan,0.780724,1.144093,-0.171967,0.780724,1.144093,-0.171967,0.722346,0.807975,-0.171967,0,lateral_segment_collision
110,lateral_motion,8,nan,nan,nan,0.780724,1.144093,0.875231,0.780724,1.144093,0.875231,0.990379,0.969087,0.875231,0,lateral_segment_collision
111,random_sample,23,1.394110,1.186442,0.198808,1.273349,1.058533,-0.171967,1.273349,1.058533,0.814133,1.273349,1.058533,0.814133,0,duplicate_candidate
112,random_sample,5,0.628513,0.606601,-0.598329,0.818365,-0.062395,-0.372358,0.818365,-0.062395,0.674839,1.208768,0.249991,0.674839,0,translation_collision
113,random_sample,41,0.729986,1.518715,1.229332,1.043010,1.458308,0.875231,1.043010,1.458308,1.922429,0.933206,1.757601,1.922429,1,accepted
114,random_sample,5,0.702444,-0.004949,-1.477833,0.818365,-0.062395,-0.372358,0.818365,-0.062395,0.674839,0.818365,-0.062395,0.674839,0,duplicate_candidate
115,random_sample,5,1.012640,-0.022188,-1.100640,0.818365,-0.062395,-0.372358,0.818365,-0.062395,-0.372358,0.818365,-0.062395,-0.372358,0,zero_motion
116,random_sample,35,0.704466,1.848930,1.754171,0.560470,1.752072,1.722037,0.560470,1.752072,0.674839,0.560470,1.752072,0.674839,0,duplicate_candidate
117,random_sample,15,0.108340,1.143647,0.735209,0.384982,1.254540,0.674839,0.384982,1.254540,1.722037,0.340078,1.549178,1.722037,1,accepted
118,random_sample,4,0.999700,0.256008,1.144222,0.818365,-0.062395,0.674839,0.818365,-0.062395,0.674839,1.104468,0.166533,0.674839,0,translation_collision
119,random_sample,19,1.453960,0.034375,-0.814302,1.152292,-0.192820,-0.372358,1.152292,-0.192820,0.645501,1.453960,0.034375,0.645501,0,translation_collision
120,random_sample,22,0.812781,1.437932,-0.390362,0.780724,1.144093,-0.171967,0.780724,1.144093,0.875231,0.970139,1.371009,0.875231,1,accepted
121,random_sample,0,0.665317,-0.166184,1.903215,0.610979,-0.228338,1.722037,0.610979,-0.228338,0.852381,0.610979,-0.228338,0.852381,0,duplicate_candidate
122,random_sample,3,0.163093,-0.330746,0.624924,0.610979,-0.228338,0.674839,0.610979,-0.228338,1.722037,0.541757,0.225862,1.722037,1,accepted
123,random_sample,40,0.017653,1.810719,2.497813,0.309649,1.748832,2.769235,0.309649,1.748832,2.769235,0.031621,1.857424,2.769235,0,translation_collision
124,random_sample,40,1.227719,1.191811,-2.905780,0.309649,1.748832,2.769235,0.309649,1.748832,-2.466753,-0.080754,1.436446,-2.466753,0,translation_collision
125,lateral_motion,22,nan,nan,nan,0.780724,1.144093,-0.171967,0.780724,1.144093,-0.171967,0.851505,1.551628,-0.171967,1,accepted
126,random_sample,49,1.413892,0.353193,1.765189,0.541757,0.225862,1.722037,0.541757,0.225862,0.674839,0.932160,0.538248,0.674839,0,rotation_collision
127,random_sample,5,0.610054,-0.121654,-0.156059,0.818365,-0.062395,-0.372358,0.818365,-0.062395,-1.419556,0.818365,-0.062395,-1.419556,0,duplicate_candidate
128,random_sample,50,1.353022,1.782586,-0.108068,0.851505,1.551628,-0.171967,0.851505,1.551628,-0.171967,1.344130,1.466068,-0.171967,0,translation_collision
129,random_sample,38,-0.406879,0.214266,1.212972,0.196916,-0.291443,1.722037,0.196916,-0.291443,1.722037,0.121584,0.202850,1.722037,1,accepted
130,random_sample,5,0.206816,0.231276,-0.213792,0.818365,-0.062395,-0.372358,0.818365,-0.062395,0.674839,1.208768,0.249991,0.674839,0,translation_collision
131,random_sample,22,-0.066404,0.408783,-0.167801,0.780724,1.144093,-0.171967,0.780724,1.144093,-1.219164,0.952939,0.674687,-1.219164,0,translation_collision
132,random_sample,51,-0.419525,0.777061,-1.579047,0.818365,-0.062395,-1.419556,0.818365,-0.062395,-2.466753,0.427961,-0.374781,-2.466753,0,translation_collision
133,random_sample,50,-0.169265,1.769639,-0.261041,0.851505,1.551628,-0.171967,0.851505,1.551628,0.875231,1.171915,1.935473,0.875231,0,translation_collision
134,random_sample,10,-0.001735,0.098481,-2.788229,0.145243,-0.046431,2.769235,0.145243,-0.046431,2.769235,0.145243,-0.046431,2.769235,0,zero_motion
135,random_sample,10,0.281462,0.828505,-3.043720,0.145243,-0.046431,2.769235,0.145243,-0.046431,1.722037,0.069910,0.447861,1.722037,0,translation_collision
136,random_sample,2,0.388873,0.745943,2.050905,0.460314,0.760247,1.722037,0.460314,0.760247,2.769235,0.460314,0.760247,2.769235,0,duplicate_candidate
137,random_sample,36,1.068168,0.798656,2.319150,0.780724,1.144093,1.922429,0.780724,1.144093,0.875231,1.068702,1.489086,0.875231,1,accepted
138,random_sample,37,1.123945,0.337695,1.569078,0.539302,0.241967,1.722037,0.539302,0.241967,0.674839,0.929706,0.554353,0.674839,0,rotation_collision
139,random_sample,51,0.897183,0.057550,-2.454036,0.818365,-0.062395,-1.419556,0.818365,-0.062395,-0.372358,0.818365,-0.062395,-0.372358,0,duplicate_candidate
140,random_sample,51,0.967689,0.395287,-2.430024,0.818365,-0.062395,-1.419556,0.818365,-0.062395,-0.372358,1.266800,-0.237544,-0.372358,1,accepted
141,random_sample,53,0.031941,0.929259,-3.006344,0.460314,0.760247,2.769235,0.460314,0.760247,2.769235,0.031363,0.927787,2.769235,0,translation_collision
142,random_sample,51,1.122192,-0.305587,-1.135607,0.818365,-0.062395,-1.419556,0.818365,-0.062395,-1.419556,0.876999,-0.447123,-1.419556,0,translation_collision
143,random_sample,5,0.718334,0.337098,0.119814,0.818365,-0.062395,-0.372358,0.818365,-0.062395,0.674839,1.139922,0.194903,0.674839,0,translation_collision
144,random_sample,4,1.166434,0.363702,0.280235,0.818365,-0.062395,0.674839,0.818365,-0.062395,0.674839,1.208768,0.249991,0.674839,0,translation_collision
145,random_sample,1,1.229886,0.534262,1.600910,0.535646,0.265955,1.722037,0.535646,0.265955,0.674839,0.926050,0.578341,0.674839,0,rotation_collision
146,random_sample,8,0.997566,0.761298,1.292363,0.780724,1.144093,0.875231,0.780724,1.144093,-0.171967,1.214181,1.068809,-0.171967,1,accepted
147,random_sample,50,0.955079,1.537785,-1.971641,0.851505,1.551628,-0.171967,0.851505,1.551628,-0.171967,0.851505,1.551628,-0.171967,0,zero_motion
148,random_sample,5,-0.153542,0.248633,-0.875901,0.818365,-0.062395,-0.372358,0.818365,-0.062395,-1.419556,0.893697,-0.556688,-1.419556,0,translation_collision
149,random_sample,53,1.242314,0.455304,2.854465,0.460314,0.760247,2.769235,0.460314,0.760247,1.722037,0.384982,1.254540,1.722037,0,duplicate_candidate
150,random_sample,10,0.419773,0.183912,2.413248,0.145243,-0.046431,2.769235,0.145243,-0.046431,1.722037,0.091250,0.307842,1.722037,0,translation_collision
151,random_sample,53,0.716808,0.507873,-2.370912,0.460314,0.760247,2.769235,0.460314,0.760247,-2.466753,0.179352,0.535432,-2.466753,0,translation_collision
152,random_sample,53,0.997260,1.168146,-2.771378,0.460314,0.760247,2.769235,0.460314,0.760247,1.722037,0.384982,1.254540,1.722037,0,duplicate_candidate
153,random_sample,51,-0.338073,1.534286,-1.316400,0.818365,-0.062395,-1.419556,0.818365,-0.062395,-2.466753,0.427961,-0.374781,-2.466753,0,translation_collision
154,random_sample,50,0.136467,1.990436,-1.400388,0.851505,1.551628,-0.171967,0.851505,1.551628,0.875231,1.171915,1.935473,0.875231,0,translation_collision
155,random_sample,56,1.122577,0.658312,0.044969,1.214181,1.068809,-0.171967,1.214181,1.068809,-1.219164,1.359046,0.673951,-1.219164,0,translation_collision
156,random_sample,50,1.025556,1.669383,-0.479303,0.851505,1.551628,-0.171967,0.851505,1.551628,-0.171967,0.851505,1.551628,-0.171967,0,zero_motion
157,random_sample,51,-0.000251,0.445047,-1.154923,0.818365,-0.062395,-1.419556,0.818365,-0.062395,-2.466753,0.427961,-0.374781,-2.466753,0,translation_collision
