0.958697, -0.289525, 1.286021
1.050865, 0.025328, 1.286021
1.050865, 0.025328, 2.258383
0.746776, 0.395586, 2.258383
0.746776, 0.395586, 3.053742
0.746776, 0.395586, -2.479277
0.746776, 0.395586, -1.801889
0.746776, 0.395586, -1.246015
0.746776, 0.395586, -1.079567
0.746776, 0.395586, -0.580638
0.746776, 0.395586, -0.000156
0.746776, 0.395586, 0.733281
0.746776, 0.395586, 1.657113
0.707764, 0.846427, 1.657113
0.664659, 1.344566, 1.657113
0.664659, 1.344566, 2.699704
0.664659, 1.344566, 1.802843
0.664659, 1.344566, 0.899795
0.810753, 1.528590, 0.899795
