iter,rollout_step,extension_type,near_idx,sample_x,sample_y,sample_theta,current_x,current_y,current_theta,local_x,local_y,local_theta,target_mode,action_dx_robot,action_dy_robot,action_dtheta,candidate_x,candidate_y,candidate_theta,accepted,status
0,0,goal_directed_diffusion,0,-0.009304,1.389104,-1.826165,0.610979,-0.228338,1.722037,0.535646,0.265955,1.722037,translation,0.496279,0.000000,0.000000,0.536207,0.262276,1.722037,1,accepted
0,1,goal_directed_diffusion,0,-0.009304,1.389104,-1.826165,0.536207,0.262276,1.722037,0.460875,0.756569,1.722037,translation,0.480197,0.000000,0.000000,0.463858,0.736992,1.722037,1,accepted
0,2,goal_directed_diffusion,0,-0.009304,1.389104,-1.826165,0.463858,0.736992,1.722037,0.388526,1.231284,1.722037,translation,0.498314,0.000000,0.000000,0.388780,1.229617,1.722037,1,accepted
0,3,goal_directed_diffusion,0,-0.009304,1.389104,-1.826165,0.388780,1.229617,1.722037,0.388780,1.229617,2.760538,rotation,0.000000,0.000000,0.974866,0.388780,1.229617,2.696903,1,accepted
0,4,goal_directed_diffusion,0,-0.009304,1.389104,-1.826165,0.388780,1.229617,2.696903,0.001644,1.414097,2.696903,translation,0.457970,0.000000,0.000000,-0.024650,1.426626,2.696903,0,endpoint_collision
1,0,goal_directed_diffusion,1,1.481931,0.227416,0.300660,0.536207,0.262276,1.722037,0.536207,0.262276,0.674839,rotation,0.000000,0.000000,-1.047198,0.536207,0.262276,0.674839,0,endpoint_collision
2,0,goal_directed_diffusion,3,0.631126,1.667200,0.832215,0.388780,1.229617,1.722037,0.313448,1.723910,1.722037,translation,0.492656,0.000000,0.000000,0.314554,1.716650,1.722037,1,accepted
2,1,goal_directed_diffusion,3,0.631126,1.667200,0.832215,0.314554,1.716650,1.722037,0.314554,1.716650,0.674839,rotation,0.000000,0.000000,-0.556731,0.314554,1.716650,1.165306,1,accepted
2,2,goal_directed_diffusion,3,0.631126,1.667200,0.832215,0.314554,1.716650,1.165306,0.314554,1.716650,0.118109,rotation,0.000000,0.000000,-0.674650,0.314554,1.716650,0.490656,1,accepted
2,3,goal_directed_diffusion,3,0.631126,1.667200,0.832215,0.314554,1.716650,0.490656,0.597164,1.867629,0.490656,translation,0.092117,0.000000,0.000000,0.395804,1.760056,0.490656,1,accepted
2,4,goal_directed_diffusion,3,0.631126,1.667200,0.832215,0.395804,1.760056,0.490656,0.395804,1.760056,-0.375833,rotation,0.000000,0.000000,-0.474200,0.395804,1.760056,0.016456,1,accepted
