iter,extension_type,near_idx,sample_x,sample_y,sample_theta,near_x,near_y,near_theta,mid_x,mid_y,mid_theta,new_x,new_y,new_theta,accepted,status
0,random_sample,0,0.981314,0.433107,-0.841341,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
1,random_sample,0,0.887703,1.877687,-1.354752,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
2,random_sample,0,0.225072,-0.097149,1.732317,0.749877,-0.248109,1.443274,0.749877,-0.248109,2.490471,0.352175,0.054930,2.490471,1,accepted
3,random_sample,0,0.669850,1.820243,1.333039,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
4,random_sample,0,0.091001,-0.204940,1.512791,0.749877,-0.248109,1.443274,0.749877,-0.248109,2.490471,0.352175,0.054930,2.490471,0,duplicate_candidate
5,random_sample,0,0.209952,1.679940,0.024667,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
6,random_sample,2,-0.402755,0.802724,-2.931823,0.352175,0.054930,2.490471,0.352175,0.054930,2.490471,-0.045528,0.357970,2.490471,0,translation_collision
7,random_sample,0,-0.386358,0.174505,-0.207182,0.749877,-0.248109,1.443274,0.749877,-0.248109,2.490471,0.352175,0.054930,2.490471,0,duplicate_candidate
8,random_sample,0,0.786089,1.582806,0.801438,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
9,random_sample,2,1.068394,1.779843,2.601909,0.352175,0.054930,2.490471,0.352175,0.054930,1.443274,0.415763,0.550870,1.443274,1,accepted
10,random_sample,4,-0.353845,1.224534,-1.216665,0.415763,0.550870,1.443274,0.415763,0.550870,2.422574,0.039537,0.880194,2.422574,0,translation_collision
11,random_sample,0,0.735821,-0.453696,1.720842,0.749877,-0.248109,1.443274,0.749877,-0.248109,0.396076,0.749877,-0.248109,0.396076,0,duplicate_candidate
12,random_sample,5,-0.226909,0.786622,-0.821686,0.749877,-0.248109,0.396076,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
13,random_sample,5,0.273249,1.682876,0.042270,0.749877,-0.248109,0.396076,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
14,random_sample,5,0.288480,0.850283,0.200788,0.749877,-0.248109,0.396076,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
15,random_sample,5,1.119830,1.997456,-1.579975,0.749877,-0.248109,0.396076,0.749877,-0.248109,1.407515,0.831156,0.245241,1.407515,0,translation_collision
16,random_sample,4,1.164209,1.690230,1.821219,0.415763,0.550870,1.443274,0.415763,0.550870,1.443274,0.479352,1.046810,1.443274,0,translation_collision
17,random_sample,4,1.076059,1.259907,1.652695,0.415763,0.550870,1.443274,0.415763,0.550870,1.443274,0.479352,1.046810,1.443274,0,translation_collision
18,random_sample,5,0.287552,-0.326509,0.120069,0.749877,-0.248109,0.396076,0.749877,-0.248109,1.443274,0.809514,0.217008,1.443274,0,translation_collision
19,random_sample,2,-0.324164,0.232475,2.670969,0.352175,0.054930,2.490471,0.352175,0.054930,2.490471,-0.045528,0.357970,2.490471,0,translation_collision
20,random_sample,0,1.115278,0.235806,1.357071,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
21,random_sample,3,-0.165054,0.056780,0.813740,0.352175,0.054930,1.443274,0.352175,0.054930,2.490471,-0.045528,0.357970,2.490471,0,translation_collision
22,lateral_motion,5,nan,nan,nan,0.749877,-0.248109,0.396076,0.749877,-0.248109,0.396076,0.637853,0.019778,0.396076,1,accepted
23,random_sample,2,-0.179101,0.153283,-2.980112,0.352175,0.054930,2.490471,0.352175,0.054930,2.490471,-0.045528,0.357970,2.490471,0,translation_collision
24,lateral_motion,2,nan,nan,nan,0.352175,0.054930,2.490471,0.352175,0.054930,2.490471,0.077082,-0.306095,2.490471,0,lateral_segment_collision
25,random_sample,4,0.539038,0.429726,1.800392,0.415763,0.550870,1.443274,0.415763,0.550870,0.396076,0.415763,0.550870,0.396076,0,duplicate_candidate
26,random_sample,2,0.382573,0.264127,2.670242,0.352175,0.054930,2.490471,0.352175,0.054930,1.443274,0.352175,0.054930,1.443274,0,duplicate_candidate
27,random_sample,4,0.697282,1.625200,1.593841,0.415763,0.550870,1.443274,0.415763,0.550870,1.443274,0.479352,1.046810,1.443274,0,translation_collision
28,random_sample,7,-0.211195,0.674130,0.631731,0.415763,0.550870,0.396076,0.415763,0.550870,1.443274,0.479352,1.046810,1.443274,0,translation_collision
29,lateral_motion,2,nan,nan,nan,0.352175,0.054930,2.490471,0.352175,0.054930,2.490471,0.538552,0.299528,2.490471,0,lateral_segment_collision
30,random_sample,2,0.283042,1.715907,-2.966104,0.352175,0.054930,2.490471,0.352175,0.054930,1.612394,0.331382,0.554498,1.612394,1,accepted
31,random_sample,6,-0.204648,-0.365924,0.279757,0.637853,0.019778,0.396076,0.637853,0.019778,-0.651121,1.035555,-0.283261,-0.651121,1,accepted
32,random_sample,11,1.238373,-0.116549,-1.818881,1.035555,-0.283261,-0.651121,1.035555,-0.283261,0.396076,1.277772,-0.181972,0.396076,1,accepted
33,lateral_motion,12,nan,nan,nan,1.035555,-0.283261,0.396076,1.035555,-0.283261,0.396076,1.228172,-0.743873,0.396076,0,lateral_segment_collision
34,random_sample,6,0.105416,0.067459,-0.026628,0.637853,0.019778,0.396076,0.637853,0.019778,1.443274,0.701442,0.515718,1.443274,0,translation_collision
35,random_sample,10,-0.345873,0.123574,-1.208704,0.637853,0.019778,-0.651121,0.637853,0.019778,-1.698319,0.574265,-0.476162,-1.698319,0,translation_collision
36,random_sample,7,0.938164,1.770430,0.209493,0.415763,0.550870,0.396076,0.415763,0.550870,0.396076,0.877054,0.743771,0.396076,0,translation_collision
37,random_sample,2,-0.223548,0.517327,2.303638,0.352175,0.054930,2.490471,0.352175,0.054930,2.490471,-0.045528,0.357970,2.490471,0,translation_collision
38,random_sample,2,0.086587,1.736413,-2.628147,0.352175,0.054930,2.490471,0.352175,0.054930,2.490471,-0.045528,0.357970,2.490471,0,translation_collision
39,lateral_motion,6,nan,nan,nan,0.637853,0.019778,0.396076,0.637853,0.019778,0.396076,0.481002,0.394863,0.396076,0,lateral_segment_collision
40,random_sample,10,1.059245,1.841418,-1.846704,0.637853,0.019778,-0.651121,0.637853,0.019778,0.396076,1.099144,0.212679,0.396076,0,translation_collision
41,random_sample,10,1.367249,0.770223,-1.436017,0.637853,0.019778,-0.651121,0.637853,0.019778,0.396076,1.099144,0.212679,0.396076,0,translation_collision
42,random_sample,2,0.970145,1.418032,-2.276511,0.352175,0.054930,2.490471,0.352175,0.054930,1.443274,0.415763,0.550870,1.443274,0,duplicate_candidate
43,random_sample,2,-0.466715,0.613277,-2.930463,0.352175,0.054930,2.490471,0.352175,0.054930,2.490471,-0.045528,0.357970,2.490471,0,translation_collision
44,lateral_motion,1,nan,nan,nan,0.749877,-0.248109,2.490471,0.749877,-0.248109,2.490471,0.512454,-0.559698,2.490471,0,lateral_segment_collision
45,random_sample,1,1.447750,-0.465485,-3.006786,0.749877,-0.248109,2.490471,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
46,random_sample,0,1.316742,-0.242069,1.307770,0.749877,-0.248109,1.443274,0.749877,-0.248109,0.396076,1.211168,-0.055208,0.396076,1,accepted
47,random_sample,4,0.958829,0.585473,1.092952,0.415763,0.550870,1.443274,0.415763,0.550870,0.396076,0.877054,0.743771,0.396076,0,translation_collision
48,random_sample,9,0.241513,1.700092,1.972483,0.331382,0.554498,1.612394,0.331382,0.554498,1.612394,0.310589,1.054065,1.612394,0,translation_collision
49,random_sample,6,0.276251,-0.286547,0.255814,0.637853,0.019778,0.396076,0.637853,0.019778,-0.651121,1.014803,-0.267449,-0.651121,1,accepted
50,random_sample,2,1.205188,1.195990,2.735285,0.352175,0.054930,2.490471,0.352175,0.054930,1.443274,0.415763,0.550870,1.443274,0,duplicate_candidate
51,lateral_motion,14,nan,nan,nan,1.211168,-0.055208,0.396076,1.211168,-0.055208,0.396076,1.401073,-0.509335,0.396076,0,lateral_segment_collision
52,random_sample,2,0.571761,1.380329,2.946172,0.352175,0.054930,2.490471,0.352175,0.054930,1.443274,0.415763,0.550870,1.443274,0,duplicate_candidate
53,random_sample,9,1.031874,1.975883,1.739964,0.331382,0.554498,1.612394,0.331382,0.554498,1.612394,0.310589,1.054065,1.612394,0,translation_collision
54,random_sample,7,-0.312949,0.712655,0.193992,0.415763,0.550870,0.396076,0.415763,0.550870,1.443274,0.479352,1.046810,1.443274,0,translation_collision
55,lateral_motion,14,nan,nan,nan,1.211168,-0.055208,0.396076,1.211168,-0.055208,0.396076,1.327374,-0.333095,0.396076,0,lateral_segment_collision
56,random_sample,6,-0.330280,-0.135231,0.593065,0.637853,0.019778,0.396076,0.637853,0.019778,1.443274,0.701442,0.515718,1.443274,0,translation_collision
57,random_sample,6,-0.037422,-0.162242,0.604341,0.637853,0.019778,0.396076,0.637853,0.019778,1.443274,0.701442,0.515718,1.443274,0,translation_collision
58,random_sample,2,1.126999,0.828795,2.847035,0.352175,0.054930,2.490471,0.352175,0.054930,1.443274,0.415763,0.550870,1.443274,0,duplicate_candidate
59,random_sample,10,0.500909,0.895202,-0.537867,0.637853,0.019778,-0.651121,0.637853,0.019778,0.396076,1.099144,0.212679,0.396076,0,translation_collision
60,random_sample,7,0.120424,0.458234,0.289597,0.415763,0.550870,0.396076,0.415763,0.550870,1.443274,0.455128,0.857883,1.443274,0,translation_collision
61,random_sample,9,0.247293,0.307537,1.573672,0.331382,0.554498,1.612394,0.331382,0.554498,2.659592,0.100220,0.675432,2.659592,0,translation_collision
62,random_sample,15,1.116153,0.203331,-1.318761,1.014803,-0.267449,-0.651121,1.014803,-0.267449,0.396076,1.459087,-0.081660,0.396076,0,translation_collision
63,random_sample,2,0.472312,1.055225,-3.032666,0.352175,0.054930,2.490471,0.352175,0.054930,1.451267,0.411797,0.551363,1.451267,1,accepted
64,random_sample,2,1.035995,1.029314,-2.865121,0.352175,0.054930,2.490471,0.352175,0.054930,1.443274,0.415763,0.550870,1.443274,0,duplicate_candidate
65,random_sample,2,0.993658,1.100465,-2.619022,0.352175,0.054930,2.490471,0.352175,0.054930,1.443274,0.415763,0.550870,1.443274,0,duplicate_candidate
66,random_sample,6,-0.156592,-0.409276,-0.015490,0.637853,0.019778,0.396076,0.637853,0.019778,-0.651121,1.035555,-0.283261,-0.651121,0,duplicate_candidate
67,random_sample,4,0.688740,1.779826,1.310005,0.415763,0.550870,1.443274,0.415763,0.550870,1.443274,0.479352,1.046810,1.443274,0,translation_collision
68,random_sample,2,0.090448,0.136461,3.020525,0.352175,0.054930,2.490471,0.352175,0.054930,2.490471,0.134129,0.221076,2.490471,1,accepted
69,random_sample,17,0.655199,1.327973,-2.286808,0.134129,0.221076,2.490471,0.134129,0.221076,1.443274,0.197718,0.717016,1.443274,0,translation_collision
70,random_sample,17,-0.474957,0.565390,-2.431567,0.134129,0.221076,2.490471,0.134129,0.221076,2.490471,-0.263573,0.524115,2.490471,0,translation_collision
71,random_sample,17,-0.403508,-0.174149,-2.703694,0.134129,0.221076,2.490471,0.134129,0.221076,-2.745516,-0.327162,0.028175,-2.745516,0,translation_collision
72,random_sample,1,0.984131,-0.215761,1.982535,0.749877,-0.248109,2.490471,0.749877,-0.248109,1.443274,0.749877,-0.248109,1.443274,0,duplicate_candidate
73,random_sample,17,1.007763,1.746750,-2.832316,0.134129,0.221076,2.490471,0.134129,0.221076,1.443274,0.197718,0.717016,1.443274,0,translation_collision
74,random_sample,14,1.369979,0.866894,0.614143,1.211168,-0.055208,0.396076,1.211168,-0.055208,1.400243,1.296032,0.437537,1.400243,0,translation_collision
75,random_sample,10,0.417376,0.265594,-0.415056,0.637853,0.019778,-0.651121,0.637853,0.019778,0.396076,0.942495,0.147172,0.396076,0,translation_collision
76,random_sample,10,0.621645,0.536683,-0.485170,0.637853,0.019778,-0.651121,0.637853,0.019778,0.396076,1.099144,0.212679,0.396076,0,translation_collision
77,random_sample,7,-0.208275,0.897065,0.151409,0.415763,0.550870,0.396076,0.415763,0.550870,1.443274,0.479352,1.046810,1.443274,0,translation_collision
78,random_sample,4,1.469964,1.092754,0.986847,0.415763,0.550870,1.443274,0.415763,0.550870,0.474803,0.860455,0.779452,0.474803,0,translation_collision
79,random_sample,9,1.034884,1.316888,2.195792,0.331382,0.554498,1.612394,0.331382,0.554498,0.825549,0.670459,0.921958,0.825549,1,accepted
80,random_sample,2,1.180902,1.162503,3.131553,0.352175,0.054930,2.490471,0.352175,0.054930,1.443274,0.415763,0.550870,1.443274,0,duplicate_candidate
81,random_sample,5,0.627403,-0.380938,0.125147,0.749877,-0.248109,0.396076,0.749877,-0.248109,-0.651121,0.749877,-0.248109,-0.651121,0,duplicate_candidate
82,random_sample,1,0.688765,-0.205846,-2.965349,0.749877,-0.248109,2.490471,0.749877,-0.248109,2.490471,0.749877,-0.248109,2.490471,0,zero_motion
83,lateral_motion,17,nan,nan,nan,0.134129,0.221076,2.490471,0.134129,0.221076,2.490471,0.355650,0.511794,2.490471,1,accepted
84,random_sample,1,1.253330,0.074413,-2.367861,0.749877,-0.248109,2.490471,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
85,random_sample,10,1.077182,1.118102,-2.004892,0.637853,0.019778,-0.651121,0.637853,0.019778,0.396076,1.099144,0.212679,0.396076,0,translation_collision
86,random_sample,9,0.068685,1.594933,1.927684,0.331382,0.554498,1.612394,0.331382,0.554498,1.612394,0.310589,1.054065,1.612394,0,translation_collision
87,random_sample,7,0.629457,1.140679,0.385108,0.415763,0.550870,0.396076,0.415763,0.550870,1.223197,0.586084,1.020967,1.223197,1,accepted
88,lateral_motion,22,nan,nan,nan,0.415763,0.550870,1.223197,0.415763,0.550870,1.223197,0.049160,0.683694,1.223197,0,lateral_segment_collision
89,random_sample,10,0.714638,0.798574,-0.730955,0.637853,0.019778,-0.651121,0.637853,0.019778,0.396076,1.099144,0.212679,0.396076,0,translation_collision
90,random_sample,10,0.774182,0.529287,-1.540814,0.637853,0.019778,-0.651121,0.637853,0.019778,0.396076,1.099144,0.212679,0.396076,0,translation_collision
91,random_sample,1,1.247414,-0.345615,-2.854375,0.749877,-0.248109,2.490471,0.749877,-0.248109,1.443274,0.813466,0.247831,1.443274,0,translation_collision
