[[0.784768, -0.157900, 0.800495], [0.996995, 1.043900, 1.443512]]
[[0.255639, -0.758579, 0.800495], [1.402542, -0.341472, 1.443512]]
[[-0.244361, -0.758579, 0.796966], [0.902542, -0.341473, 0.964980]]
[[0.534768, -0.590912, 0.796966], [0.746995, 0.610888, 0.964980]]
[[0.034768, -0.590913, 0.591935], [0.246996, 0.610887, 0.658931]]
[[-0.412889, -0.424157, 0.591935], [0.617647, 0.229570, 0.658931]]
[[0.160886, -0.569651, 0.591935], [0.110010, 0.649683, 0.658931]]
[[-0.339114, -0.569651, 0.662948], [-0.389991, 0.649683, 0.757748]]
[[-0.839114, -0.569651, 1.014206], [-0.889990, 0.649683, 1.101894]]
[[-0.912889, 0.441869, 1.014206], [0.117647, 1.095596, 1.101894]]
[[-0.284128, 0.973594, 1.014206], [0.891807, 0.647187, 1.101894]]
